city,county_name,lat,lng
Princeton,Colusa,39.4029,-122.0212
Centerville,Fresno,36.7361,-119.4961
Cantua Creek,Fresno,36.5001,-120.3164
Stirling City,Butte,39.9065,-121.5361
Tehama,Tehama,40.0218,-122.1269
Meridian,Sutter,39.1404,-121.9079
Davenport,Santa Cruz,37.0176,-122.1882
Lake Almanor Peninsula,Plumas,40.2812,-121.1345
Plumas Eureka,Plumas,39.7982,-120.6645
Mineral,Tehama,40.3755,-121.5694
Edmundson Acres,Kern,35.2273,-118.8233
Trinidad,Humboldt,41.0589,-124.1434
Anchor Bay,Mendocino,38.8126,-123.5704
Manton,Tehama,40.4202,-121.8540
Rio Oso,Sutter,38.9518,-121.5310
Nipinnawasee,Madera,37.4031,-119.7293
Mesa,Inyo,37.4189,-118.5424
Oak Shores,San Luis Obispo,35.7624,-120.9817
Dobbins,Yuba,39.3657,-121.2127
Grangeville,Kings,36.3439,-119.7075
Cazadero,Sonoma,38.5265,-123.0978
Cressey,Merced,37.4210,-120.6556
Camptonville,Yuba,39.4521,-121.0488
El Nido,Merced,37.1324,-120.4985
Muir Beach,Marin,37.8654,-122.5858
Clipper Mills,Butte,39.5324,-121.1666
Benton,Mono,37.8189,-118.4844
Twain,Plumas,40.0355,-121.0404
Fiddletown,Amador,38.5091,-120.7605
Cromberg,Plumas,39.8684,-120.6904
Hood,Sacramento,38.3693,-121.5155
Nord,Butte,39.7740,-121.9549
Artois,Glenn,39.6332,-122.1898
Jacumba,San Diego,32.6278,-116.1826
Grimes,Colusa,39.0742,-121.8988
Crows Landing,Stanislaus,37.3947,-121.0843
Weott,Humboldt,40.3226,-123.9209
Richfield,Tehama,39.9738,-122.1732
Burnt Ranch,Trinity,40.8110,-123.5082
Bombay Beach,Imperial,33.3548,-115.7307
Sierra Brooks,Sierra,39.6426,-120.2153
Bloomfield,Sonoma,38.3183,-122.8502
Keswick,Shasta,40.6135,-122.4606
Point Reyes Station,Marin,38.0847,-122.8093
Lindcove,Tulare,36.3595,-119.0721
Pajaro Dunes,Santa Cruz,36.8722,-121.8101
Monson,Tulare,36.4927,-119.3358
Canby,Modoc,41.4477,-120.8843
Yankee Hill,Butte,39.7007,-121.5147
Dorrington,Calaveras,38.2949,-120.2706
Fall River Mills,Shasta,41.0069,-121.4401
East Nicolaus,Sutter,38.9100,-121.5443
Bowles,Fresno,36.6089,-119.7526
Monterey Park Tract,Stanislaus,37.5268,-121.0115
Smartsville,Yuba,39.2053,-121.2928
Salton Sea Beach,Imperial,33.3759,-116.0115
Greenhorn,Plumas,39.9030,-120.7590
Albion,Mendocino,39.2256,-123.7564
Trowbridge,Sutter,38.9264,-121.5148
Dillon Beach,Marin,38.2436,-122.9560
Trinity Village,Trinity,40.8789,-123.5133
Fields Landing,Humboldt,40.7249,-124.2176
Swall Meadows,Mono,37.5061,-118.6426
Three Rocks,Fresno,36.5051,-120.3936
Cassel,Shasta,40.9213,-121.5514
Groveland,Tuolumne,37.8325,-120.2394
Elmira,Solano,38.3523,-121.9077
Hiouchi,Del Norte,41.7936,-124.0662
Guinda,Yolo,38.8275,-122.1985
Vallecito,Calaveras,38.0740,-120.4564
Lemon Cove,Tulare,36.3790,-119.0312
Vina,Tehama,39.9343,-122.0518
Greenview,Siskiyou,41.5471,-122.9185
Dos Palos Y,Merced,37.0466,-120.6394
Olancha,Inyo,36.2704,-118.0015
Mesa Vista,Alpine,38.8103,-119.8033
Keene,Kern,35.2330,-118.6103
Lanare,Fresno,36.4377,-119.9322
Lake Almanor West,Plumas,40.2336,-121.2021
Whitley Gardens,San Luis Obispo,35.6571,-120.5068
El Portal,Mariposa,37.6736,-119.7990
Pescadero,San Mateo,37.2507,-122.3725
Manchester,Mendocino,38.9744,-123.6909
Desert Center,Riverside,33.7378,-115.3666
Victor,San Joaquin,38.1385,-121.1987
Cherokee Strip,Kern,35.4698,-119.2617
Samoa,Humboldt,40.8146,-124.1893
Little River,Mendocino,39.2703,-123.7817
La Vina,Madera,36.8799,-120.1147
Hornbrook,Siskiyou,41.9079,-122.5596
Clear Creek,Lassen,40.3023,-121.0531
Richvale,Butte,39.4937,-121.7507
Daphnedale Park,Modoc,41.5089,-120.5507
Rackerby,Butte,39.4261,-121.3542
Milford,Lassen,40.1634,-120.3686
Litchfield,Lassen,40.3877,-120.3809
Acampo,San Joaquin,38.1735,-121.2798
Industry,Los Angeles,34.0175,-117.9267
Big Creek,Fresno,37.2036,-119.2486
Taylorsville,Plumas,40.0586,-120.8387
Coffee Creek,Trinity,41.0802,-122.7136
Bear Valley,Mariposa,37.5671,-120.1229
Yolo,Yolo,38.7405,-121.8093
Fort Bidwell,Modoc,41.8629,-120.1589
Winterhaven,Imperial,32.7372,-114.6378
Tomales,Marin,38.2470,-122.9054
Garey,Santa Barbara,34.8869,-120.3141
Iron Horse,Plumas,39.7805,-120.4823
Rail Road Flat,Calaveras,38.3168,-120.4910
Amador City,Amador,38.4190,-120.8232
Wawona,Mariposa,37.5482,-119.6395
Verdi,Sierra,39.5237,-120.0164
Valley Home,Stanislaus,37.8272,-120.9144
Elk Creek,Glenn,39.6002,-122.5376
Calpine,Sierra,39.6633,-120.4436
Proberta,Tehama,40.0762,-122.1776
Port Costa,Contra Costa,38.0446,-122.1850
Courtland,Sacramento,38.3329,-121.5570
Dutch Flat,Placer,39.2080,-120.8345
North San Juan,Nevada,39.3719,-121.1060
Fairhaven,Humboldt,40.7885,-124.2013
Stevinson,Merced,37.3247,-120.8497
Philo,Mendocino,39.0657,-123.4452
Chinese Camp,Tuolumne,37.8703,-120.4443
Edna,San Luis Obispo,35.2108,-120.6060
Loma Mar,San Mateo,37.2658,-122.3007
Farmington,San Joaquin,37.9299,-121.0043
Adin,Modoc,41.1964,-120.9494
College City,Colusa,39.0063,-122.0068
Ruth,Trinity,40.2943,-123.3483
Sierra Village,Tuolumne,38.0768,-120.1624
Sisquoc,Santa Barbara,34.8622,-120.2943
Lodoga,Colusa,39.3041,-122.5058
Tecopa,Inyo,35.8350,-116.2074
Tooleville,Tulare,36.2878,-119.1154
Bluewater,San Bernardino,34.1760,-114.2640
Pike,Sierra,39.4278,-120.9996
Downieville,Sierra,39.5701,-120.8213
Mettler,Kern,35.0635,-118.9729
Bieber,Lassen,41.1251,-121.1336
Alderpoint,Humboldt,40.1614,-123.6157
Flournoy,Tehama,39.9284,-122.4461
Trinity Center,Trinity,40.9841,-122.7083
Waukena,Tulare,36.1361,-119.5110
Nicolaus,Sutter,38.8981,-121.5729
Bear Creek,Merced,37.2966,-120.4177
Pine Flat,Tulare,35.8737,-118.6427
Montgomery Creek,Shasta,40.8415,-121.9215
Casmalia,Santa Barbara,34.8376,-120.5311
Tupman,Kern,35.2987,-119.3575
Timber Cove,Sonoma,38.5410,-123.2590
C-Road,Plumas,39.7628,-120.5770
Hardwick,Kings,36.4026,-119.7208
Cherokee,Butte,39.6514,-121.5344
Big Bend,Shasta,41.0109,-121.9240
Myers Flat,Humboldt,40.2666,-123.8737
Markleeville,Alpine,38.6841,-119.8225
Hat Creek,Shasta,40.8101,-121.4809
Volta,Merced,37.0875,-120.9235
East Shore,Plumas,40.2451,-121.0768
Sierra City,Sierra,39.5740,-120.6297
Topaz,Mono,38.6587,-119.5274
Randsburg,Kern,35.3680,-117.6607
Moskowite Corner,Riverside,38.4464,-122.1945
Snelling,Merced,37.5216,-120.4387
Johannesburg,Kern,35.3718,-117.6420
Benbow,Humboldt,40.0603,-123.7654
Mount Laguna,San Diego,32.8711,-116.4247
McKittrick,Kern,35.2981,-119.6249
Honcut,Butte,39.3326,-121.5388
Hyampom,Trinity,40.6262,-123.4689
Bradley,Monterey,35.8628,-120.8042
Monmouth,Fresno,36.5656,-119.7405
Vernon,Los Angeles,34.0019,-118.2106
Spaulding,Lassen,40.6557,-120.7863
Furnace Creek,Inyo,36.4277,-116.8747
Paskenta,Tehama,39.8833,-122.5458
Long Barn,Tuolumne,38.0957,-120.1285
Alpine Village,Alpine,38.7856,-119.8009
Rodriguez Camp,Tulare,35.8090,-119.1388
Darwin,Inyo,36.2689,-117.5890
Big Lagoon,Humboldt,41.1592,-124.1303
Comptche,Mendocino,39.2651,-123.5896
Lee Vining,Mono,37.9547,-119.1221
Mono City,Mono,38.0412,-119.1467
Tuttle,Merced,37.2965,-120.3789
Crescent Mills,Plumas,40.1008,-120.9217
Fish Camp,Mariposa,37.4797,-119.6373
Carrick,Siskiyou,41.4467,-122.3635
Stonyford,Colusa,39.3703,-122.5445
Oakville,Napa,38.4384,-122.4067
Round Mountain,Shasta,40.8005,-121.9376
Ocotillo,Imperial,32.7431,-116.0020
New Pine Creek,Modoc,41.9872,-120.3009
Rutherford,Napa,38.4568,-122.4231
Sattley,Sierra,39.6265,-120.4357
Sierraville,Sierra,39.5750,-120.3637
Leggett,Mendocino,39.8635,-123.7253
Westside,Fresno,36.4042,-120.1341
Kirkwood,Alpine,38.6930,-120.0640
Sereno del Mar,Sonoma,38.3836,-123.0732
Paynes Creek,Tehama,40.3409,-121.9174
Alleghany,Sierra,39.4666,-120.8410
Keddie,Plumas,40.0059,-120.9525
Mount Hebron,Siskiyou,41.7855,-122.0083
Nicasio,Marin,38.0605,-122.7008
Kingvale,Nevada,39.3203,-120.4387
Freeport,Sacramento,38.4636,-121.5022
Phillipsville,Humboldt,40.2117,-123.7844
Homewood Canyon,Inyo,35.8900,-117.3863
Sunny Slopes,Mono,37.5694,-118.6759
Hornitos,Mariposa,37.5034,-120.2420
Palo Verde,Imperial,33.4279,-114.7273
Coulterville,Mariposa,37.7105,-120.1992
El Rancho,Tulare,36.2207,-119.0690
Clio,Plumas,39.7487,-120.5725
Lake City,Modoc,41.6460,-120.2255
Washington,Nevada,39.3591,-120.7906
Gazelle,Siskiyou,41.5137,-122.5215
Macdoel,Siskiyou,41.8258,-122.0058
Mohawk Vista,Plumas,39.8048,-120.5883
Moss Landing,Monterey,36.8019,-121.7872
Robinson Mill,Butte,39.4857,-121.3202
Indian Falls,Plumas,40.0587,-120.9803
Lake Davis,Plumas,39.8564,-120.4630
Eagleville,Modoc,41.3191,-120.1147
Fellows,Kern,35.1779,-119.5472
Whitehawk,Plumas,39.7206,-120.5536
Panorama Heights,Tulare,35.8068,-118.6270
McClenney Tract,Tulare,35.8220,-118.6478
California Hot Springs,Tulare,35.8863,-118.6561
Soda Springs,Nevada,39.3248,-120.3784
Lookout,Modoc,41.2100,-121.1545
Butte Meadows,Butte,40.0871,-121.5370
Volcano,Amador,38.4456,-120.6306
Trona,Inyo,35.8150,-117.3449
Pierpoint,Tulare,36.1405,-118.6296
Sequoia Crest,Tulare,36.1858,-118.6256
Edgewood,Siskiyou,41.4620,-122.4260
Nubieber,Lassen,41.0967,-121.1816
Valley Ford,Sonoma,38.3246,-122.9148
Creston,San Luis Obispo,35.5173,-120.5211
Old Station,Shasta,40.6722,-121.4228
Jenner,Sonoma,38.4511,-123.1203
Prattville,Plumas,40.2060,-121.1575
Goodyears Bar,Sierra,39.5458,-120.8881
Tennant,Siskiyou,41.5815,-121.9151
Little Valley,Lassen,40.8930,-121.1781
Mabie,Plumas,39.7771,-120.5447
Redcrest,Humboldt,40.3987,-123.9474
Aspen Springs,Mono,37.5500,-118.7087
Drytown,Amador,38.4382,-120.8565
Spring Garden,Plumas,39.9012,-120.7935
Salmon Creek,Sonoma,38.3463,-123.0595
Ponderosa,Tulare,36.1050,-118.5293
Blairsden,Plumas,39.7752,-120.6109
Cuyama,Santa Barbara,34.9312,-119.6148
Shoshone,Inyo,35.9510,-116.3055
Graniteville,Nevada,39.4443,-120.7360
Buck Meadows,Mariposa,37.8127,-120.0653
Keeler,Inyo,36.4846,-117.8720
Sugarloaf Village,Tulare,35.8269,-118.6354
Pearsonville,Inyo,35.8188,-117.8755
Cartago,Inyo,36.3123,-118.0261
Poso Park,Tulare,35.8114,-118.6364
